student_code,name,age,gender,class_level,semester,study_hours,sleep_hours,screen_time,study_days,attendance,previous_marks,exam_score,passed
STU-00482,Dhruv Iyer,22,Male,Undergraduate,Semester 1,5.1,6.5,1.0,7,90.6,76.5,75.0,1
STU-00483,Myra Kapoor,16,Female,12th,Semester 3,2.6,8.2,1.8,4,98.5,71.6,62.1,1
STU-00484,Aaryan Singh,22,Male,Undergraduate,Semester 4,1.5,8.2,3.5,3,77.8,53.8,51.9,1
STU-00485,Advik Malhotra,16,Male,12th,Semester 2,3.9,8.2,1.7,7,72.4,70.6,62.9,1
STU-00486,Reyansh Rao,17,Male,11th,Semester 1,4.6,7.2,0.5,7,83.9,71.2,69.7,1
STU-00487,Arnav Rao,16,Male,11th,Semester 2,1.2,5.6,0.6,3,84.6,68.7,43.3,0
STU-00488,Krishna Verma,16,Male,11th,Semester 3,2.0,6.1,1.7,3,82.0,69.0,56.9,1
STU-00489,Dhruv Nair,15,Male,10th,Semester 2,0.5,7.5,4.1,2,68.4,45.7,38.9,0
STU-00490,Reyansh Chouhan,16,Male,9th,Semester 3,12.0,5.6,2.6,7,84.8,99.0,97.7,1
STU-00491,Atharv Malhotra,16,Male,11th,Semester 1,4.7,7.7,4.9,7,83.7,63.3,58.8,1
STU-00492,Dhruv Kumar,22,Male,Undergraduate,Semester 4,3.8,7.6,0.5,6,76.4,67.4,62.3,1
STU-00493,Aadhya Joshi,22,Female,Undergraduate,Semester 3,4.7,8.2,2.2,7,85.1,73.0,66.1,1
STU-00494,Myra Bose,14,Female,10th,Semester 4,2.5,7.3,0.9,5,70.2,52.3,60.9,1
STU-00495,Aanya Joshi,16,Female,10th,Semester 1,2.3,6.3,6.7,5,89.0,60.9,47.9,0
STU-00496,Dhruv Mishra,15,Male,10th,Semester 1,2.6,5.0,2.3,5,64.4,53.5,47.1,0
STU-00497,Riya Kumar,20,Female,Undergraduate,Semester 3,4.2,4.6,6.8,6,48.3,53.3,36.5,0
STU-00498,Aaryan Sharma,16,Male,11th,Semester 4,1.9,6.3,1.6,3,91.4,80.8,66.5,1
STU-00499,Tanvi Iyer,16,Female,9th,Semester 1,1.3,6.3,2.3,4,97.2,54.3,55.6,1
STU-00500,Saanvi Sharma,22,Female,Undergraduate,Semester 1,2.4,7.8,5.1,4,82.5,55.2,51.8,1
STU-00501,Advaith Singh,16,Male,10th,Semester 3,8.0,6.4,1.5,7,92.6,96.9,94.6,1
STU-00502,Avani Singh,19,Female,Undergraduate,Semester 1,4.4,6.6,7.7,6,94.8,65.9,55.1,1
STU-00503,Aanya Das,14,Female,10th,Semester 1,2.4,7.6,2.0,5,85.0,68.8,54.6,1
STU-00504,Aanya Banerjee,14,Female,10th,Semester 1,3.6,7.0,3.7,6,88.4,68.3,59.7,1
STU-00505,Tara Kulkarni,15,Female,10th,Semester 2,4.4,7.3,2.9,7,79.6,85.8,66.5,1
STU-00506,Meera Kumar,16,Female,11th,Semester 3,2.9,5.8,10.0,4,87.0,44.1,38.7,0
STU-00507,Kabir Bose,22,Male,Undergraduate,Semester 3,1.7,6.0,4.3,3,54.9,49.2,40.8,0
STU-00508,Vihaan Mishra,18,Male,12th,Semester 2,4.8,4.0,4.6,7,82.5,69.0,68.9,1
STU-00509,Atharv Iyer,15,Male,10th,Semester 2,6.0,9.3,9.8,7,95.5,71.4,60.4,1
STU-00510,Aaryan Malhotra,18,Male,11th,Semester 1,5.4,7.6,3.9,7,68.4,53.6,56.4,1
STU-00511,Sneha Bhat,18,Female,12th,Semester 4,5.7,5.9,1.4,7,88.6,77.9,78.3,1
STU-00512,Aaryan Sharma,16,Male,11th,Semester 4,4.8,7.6,1.6,7,75.1,61.4,54.0,1
STU-00513,Advaith Iyer,15,Male,9th,Semester 3,3.2,6.6,2.0,5,73.0,58.7,59.4,1
STU-00514,Aditya Das,17,Male,11th,Semester 1,4.5,5.8,0.5,7,95.3,74.8,66.0,1
STU-00515,Siddharth Bose,18,Male,12th,Semester 1,5.9,5.2,2.4,7,48.9,50.1,53.9,1
STU-00516,Diya Kumar,17,Female,11th,Semester 4,3.9,7.8,2.9,7,85.5,72.7,67.3,1
STU-00517,Advaith Mehta,17,Male,11th,Semester 3,3.2,6.6,0.7,5,59.0,68.7,49.9,0
STU-00518,Shaurya Chouhan,15,Male,10th,Semester 2,3.4,6.7,4.6,5,86.4,68.0,56.2,1
STU-00519,Pooja Iyer,18,Female,11th,Semester 3,3.5,6.9,2.9,6,70.9,57.2,52.1,1
STU-00520,Diya Verma,18,Female,Undergraduate,Semester 4,3.9,6.7,6.3,7,80.0,59.9,45.8,0
STU-00521,Advaith Mehta,16,Male,12th,Semester 4,1.8,7.6,6.1,3,80.0,47.6,49.5,0
STU-00522,Vivaan Patel,16,Male,10th,Semester 2,4.3,7.6,3.5,6,88.1,81.5,70.3,1
STU-00523,Riya Kulkarni,16,Female,10th,Semester 1,4.0,5.9,5.9,6,78.7,62.4,51.9,1
STU-00524,Aaradhya Verma,16,Female,10th,Semester 3,1.7,7.6,3.8,4,74.9,66.6,60.1,1
STU-00525,Ayaan Singh,21,Male,Undergraduate,Semester 3,3.1,7.7,1.4,5,64.5,62.7,52.9,1
STU-00526,Advik Malhotra,16,Male,12th,Semester 4,4.8,5.6,1.9,7,51.0,58.2,44.1,0
STU-00527,Dhruv Kapoor,15,Male,9th,Semester 3,5.7,6.1,2.8,7,80.7,65.2,57.8,1
STU-00528,Aarav Banerjee,16,Male,11th,Semester 4,1.9,5.3,6.4,3,91.8,49.7,40.9,0
STU-00529,Muhammad Kulkarni,19,Male,Undergraduate,Semester 1,4.2,7.6,5.8,7,70.5,62.3,59.9,1
STU-00530,Angel Bhat,18,Female,12th,Semester 3,3.9,6.8,0.7,6,88.7,65.0,67.9,1
STU-00531,Meera Patel,17,Other,12th,Semester 2,1.2,6.2,1.8,2,89.6,61.0,64.6,1
STU-00532,Kavya Reddy,14,Female,10th,Semester 3,3.0,8.9,1.3,5,59.1,53.3,53.3,1
STU-00533,Meera Kapoor,22,Female,Undergraduate,Semester 4,3.3,5.1,4.2,6,76.6,69.8,57.7,1
STU-00534,Tara Iyer,14,Female,9th,Semester 2,4.1,5.8,5.1,7,83.9,71.6,59.9,1
STU-00535,Atharv Banerjee,16,Male,11th,Semester 1,4.2,7.3,3.2,6,71.4,55.2,51.2,1
STU-00536,Krishna Bose,16,Male,9th,Semester 1,3.7,6.0,1.2,5,83.1,78.6,65.1,1
STU-00537,Pooja Deshmukh,20,Female,Undergraduate,Semester 3,3.8,7.3,2.9,6,92.9,75.8,73.0,1
STU-00538,Shaurya Joshi,16,Male,12th,Semester 2,2.6,6.7,4.7,4,86.3,66.6,63.8,1
STU-00539,Angel Kumar,22,Female,Undergraduate,Semester 2,2.8,6.5,3.4,4,85.6,71.7,59.3,1
STU-00540,Atharv Reddy,15,Male,10th,Semester 1,1.2,6.4,3.1,3,89.4,63.5,58.5,1
STU-00541,Pari Joshi,20,Female,Undergraduate,Semester 2,2.9,7.7,2.0,5,87.8,59.0,71.9,1
STU-00542,Muhammad Gupta,16,Male,9th,Semester 1,6.1,5.3,7.3,7,86.6,76.7,56.6,1
STU-00543,Anika Mishra,16,Female,12th,Semester 4,2.6,5.6,1.7,5,40.0,41.8,33.5,0
STU-00544,Sai Das,18,Male,12th,Semester 2,2.2,7.3,1.4,5,57.0,59.8,39.6,0
STU-00545,Navya Sharma,20,Female,Undergraduate,Semester 2,3.0,6.1,2.6,6,74.2,56.1,51.4,1
STU-00546,Vivaan Verma,17,Male,11th,Semester 4,4.3,7.8,2.2,6,74.9,67.5,53.8,1
STU-00547,Dev Iyer,17,Male,11th,Semester 3,1.9,7.7,2.5,4,82.4,62.5,63.5,1
STU-00548,Pooja Mehta,15,Female,9th,Semester 4,7.9,7.1,3.5,7,67.3,66.6,75.0,1
STU-00549,Pranav Kulkarni,15,Male,10th,Semester 2,3.7,7.8,6.9,5,92.4,68.1,59.8,1
STU-00550,Arnav Bose,22,Male,Undergraduate,Semester 4,4.0,7.2,1.0,6,91.2,74.1,72.6,1
STU-00551,Pari Kulkarni,18,Female,12th,Semester 3,3.6,7.2,9.5,6,76.0,54.3,53.0,1
STU-00552,Vihaan Kulkarni,16,Male,12th,Semester 3,3.8,7.5,4.7,6,50.9,57.2,50.1,1
STU-00553,Advik Sharma,15,Male,10th,Semester 3,3.3,5.4,3.0,5,85.3,52.8,42.9,0
STU-00554,Ananya Kulkarni,20,Female,Undergraduate,Semester 4,1.7,6.5,7.5,4,82.1,57.1,50.3,1
STU-00555,Tanvi Iyer,16,Female,9th,Semester 3,3.9,8.3,3.7,7,57.7,52.8,62.0,1
STU-00556,Rohan Choudhury,14,Male,10th,Semester 2,2.6,8.5,1.4,4,89.4,75.5,62.2,1
STU-00557,Dev Patel,20,Male,Undergraduate,Semester 3,3.3,6.2,1.3,5,65.9,61.2,62.4,1
STU-00558,Rohan Gupta,17,Male,12th,Semester 2,1.4,8.4,4.4,3,90.9,60.2,53.9,1
STU-00559,Dev Reddy,16,Male,9th,Semester 1,3.5,7.4,5.1,6,89.0,80.5,65.9,1
STU-00560,Sneha Malhotra,16,Female,10th,Semester 1,2.9,7.1,3.1,4,78.3,67.2,56.8,1
STU-00561,Khushi Joshi,15,Female,9th,Semester 3,7.1,8.2,1.9,7,90.6,95.4,82.4,1
STU-00562,Aaradhya Reddy,15,Female,9th,Semester 2,4.4,6.7,2.8,6,92.5,65.3,57.7,1
STU-00563,Shaurya Rao,16,Male,9th,Semester 2,3.6,7.7,4.2,6,94.7,77.1,69.9,1
STU-00564,Siddharth Singh,15,Male,9th,Semester 3,1.2,7.2,4.7,2,76.9,49.0,44.4,0
STU-00565,Rohan Kumar,15,Male,10th,Semester 4,2.4,7.7,6.1,4,87.4,67.6,54.7,1
STU-00566,Kabir Banerjee,16,Male,11th,Semester 4,2.3,6.4,6.2,4,82.9,66.7,54.6,1
STU-00567,Rohan Iyer,14,Male,10th,Semester 1,5.5,8.4,1.9,7,72.6,69.4,63.8,1
STU-00568,Myra Bose,16,Female,12th,Semester 2,4.4,7.0,1.7,6,87.1,59.9,63.1,1
STU-00569,Sara Deshmukh,14,Female,10th,Semester 1,3.3,6.6,1.8,6,70.1,64.9,57.6,1
STU-00570,Diya Reddy,17,Female,11th,Semester 4,2.8,5.2,0.7,5,69.0,64.4,53.4,1
STU-00571,Aarav Bhat,18,Male,Undergraduate,Semester 4,7.8,6.6,0.8,7,64.7,85.1,78.0,1
STU-00572,Ishaan Kulkarni,17,Male,12th,Semester 1,2.6,8.8,1.7,5,87.6,69.5,64.1,1
STU-00573,Ananya Deshmukh,16,Female,12th,Semester 4,2.9,7.8,4.0,4,82.0,49.5,57.5,1
STU-00574,Siddharth Kumar,14,Male,10th,Semester 3,1.4,7.1,2.3,4,92.5,69.1,68.0,1
STU-00575,Isha Iyer,18,Female,Undergraduate,Semester 1,7.0,7.5,1.2,7,53.2,60.7,70.0,1
STU-00576,Arjun Kulkarni,17,Male,12th,Semester 1,3.2,8.0,2.1,6,98.0,71.4,62.2,1
STU-00577,Advik Mishra,18,Male,11th,Semester 2,2.3,7.2,1.4,5,92.2,63.8,60.1,1
STU-00578,Advik Gupta,18,Male,12th,Semester 4,6.4,8.4,2.8,7,97.0,93.4,85.5,1
STU-00579,Priyanka Iyer,21,Female,Undergraduate,Semester 3,5.0,5.6,4.2,7,85.5,74.4,70.8,1
STU-00580,Anika Sharma,16,Female,12th,Semester 1,3.2,6.7,1.8,5,74.0,70.5,51.2,1
STU-00581,Reyansh Patel,15,Male,10th,Semester 2,3.1,8.8,1.6,5,61.3,64.6,45.6,0
STU-00582,Aadhya Kumar,17,Female,11th,Semester 2,2.2,6.8,1.1,4,95.5,76.3,64.4,1
STU-00583,Krishna Bhat,15,Male,9th,Semester 2,1.2,5.7,1.3,2,87.7,63.7,42.3,0
STU-00584,Dhruv Bhat,15,Male,10th,Semester 2,0.5,5.8,4.8,2,76.9,38.8,28.8,0
STU-00585,Tanvi Joshi,15,Female,9th,Semester 1,3.4,8.3,11.0,6,40.0,33.8,26.8,0
STU-00586,Sai Sharma,18,Other,12th,Semester 2,2.1,7.5,3.4,4,92.6,59.2,61.4,1
STU-00587,Riya Sharma,16,Female,10th,Semester 2,6.9,7.8,8.3,7,63.9,54.2,50.5,1
STU-00588,Pari Reddy,17,Female,11th,Semester 2,4.1,5.6,2.4,7,87.5,65.6,61.6,1
STU-00589,Aadhya Iyer,16,Female,11th,Semester 1,5.7,8.0,5.3,7,98.9,84.0,74.4,1
STU-00590,Anand Kumar,16,Male,11th,Semester 1,2.0,6.7,2.5,4,84.7,50.2,42.9,0
STU-00591,Myra Sharma,17,Female,11th,Semester 4,2.2,6.7,5.8,4,92.8,55.3,55.6,1
STU-00592,Muhammad Patel,16,Male,10th,Semester 2,4.4,7.5,2.5,6,85.1,56.9,58.6,1
STU-00593,Saanvi Chouhan,14,Female,10th,Semester 1,3.1,8.0,3.2,5,85.4,64.5,55.6,1
STU-00594,Diya Gupta,16,Female,10th,Semester 4,4.0,7.7,2.3,7,79.3,59.7,62.6,1
STU-00595,Saanvi Kapoor,22,Female,Undergraduate,Semester 1,2.1,6.2,2.5,4,56.4,43.8,39.5,0
STU-00596,Ananya Mehta,16,Female,10th,Semester 4,3.1,6.6,5.6,5,54.6,43.1,43.1,0
STU-00597,Myra Deshmukh,18,Female,11th,Semester 3,0.7,7.0,0.6,3,94.9,57.8,53.1,1
STU-00598,Angel Verma,14,Female,9th,Semester 2,6.0,6.5,2.9,7,95.5,69.9,80.0,1
STU-00599,Ananya Deshmukh,15,Female,10th,Semester 4,3.6,6.7,1.7,5,64.3,74.6,48.1,0
STU-00600,Navya Mehta,16,Female,12th,Semester 2,2.9,6.2,4.5,5,88.9,62.8,65.7,1
STU-00601,Anand Kumar,18,Male,12th,Semester 3,4.7,5.6,2.9,7,74.3,56.9,69.4,1
STU-00602,Arnav Bose,18,Male,12th,Semester 3,3.1,6.8,1.6,6,80.3,53.8,53.9,1
STU-00603,Advik Patel,20,Male,Undergraduate,Semester 1,6.8,7.0,1.4,7,94.4,76.6,80.3,1
STU-00604,Pranav Sharma,16,Male,9th,Semester 3,3.0,7.4,2.9,6,82.1,54.9,57.1,1
STU-00605,Shaurya Mishra,15,Male,10th,Semester 3,3.6,6.4,4.5,5,72.8,71.7,63.9,1
STU-00606,Khushi Sharma,15,Female,10th,Semester 2,1.9,6.5,5.2,4,85.2,50.1,49.8,0
STU-00607,Sara Kulkarni,16,Female,12th,Semester 1,1.9,6.7,1.9,4,89.6,62.4,50.9,1
STU-00608,Kabir Patel,15,Male,9th,Semester 1,12.0,4.7,0.8,7,73.3,93.8,87.6,1
STU-00609,Dhruv Malhotra,14,Male,9th,Semester 4,2.9,7.3,5.2,5,71.5,51.1,51.6,1
STU-00610,Isha Singh,20,Female,Undergraduate,Semester 1,5.5,7.1,11.0,7,51.1,54.4,38.2,0
STU-00611,Diya Bose,18,Female,12th,Semester 4,1.0,5.3,1.4,3,83.6,58.4,53.5,1
STU-00612,Dhruv Das,16,Male,9th,Semester 4,4.9,9.2,1.7,7,84.1,70.3,60.4,1
STU-00613,Krishna Verma,20,Male,Undergraduate,Semester 2,5.6,6.9,0.9,7,84.2,73.0,66.2,1
STU-00614,Meera Deshmukh,17,Female,11th,Semester 3,6.3,7.7,2.2,7,72.1,73.5,79.6,1
STU-00615,Sara Patel,14,Female,9th,Semester 2,1.9,7.7,1.4,4,91.3,84.1,72.7,1
STU-00616,Ishaan Nair,14,Male,9th,Semester 2,2.4,6.0,1.5,5,71.2,60.4,42.6,0
STU-00617,Aadhya Sharma,18,Female,12th,Semester 4,1.5,6.2,1.1,3,86.6,71.0,60.3,1
STU-00618,Muhammad Iyer,15,Male,9th,Semester 2,3.4,6.6,2.0,5,85.1,67.4,59.6,1
STU-00619,Diya Mehta,16,Female,9th,Semester 3,1.6,6.8,2.7,4,79.1,53.8,50.6,1
STU-00620,Sneha Bhat,16,Female,9th,Semester 4,0.9,6.5,4.4,2,93.2,54.1,50.9,1
STU-00621,Meera Gupta,16,Female,11th,Semester 3,6.4,5.6,2.5,7,72.7,71.0,63.8,1
STU-00622,Aditya Kumar,15,Male,9th,Semester 3,2.5,5.9,1.3,5,65.9,57.7,49.6,0
STU-00623,Arnav Banerjee,14,Male,9th,Semester 1,3.1,6.9,7.6,6,54.2,46.9,43.6,0
STU-00624,Shaurya Kulkarni,18,Male,12th,Semester 1,2.9,7.7,4.9,5,80.2,50.2,53.8,1
STU-00625,Sara Joshi,14,Female,10th,Semester 1,3.0,4.0,3.4,6,82.2,67.0,55.6,1
STU-00626,Aditya Bhat,16,Male,9th,Semester 4,3.2,6.4,4.2,5,56.3,56.3,57.3,1
STU-00627,Advaith Patel,17,Male,12th,Semester 2,4.8,4.4,2.2,7,85.0,68.8,59.6,1
STU-00628,Sneha Banerjee,18,Female,12th,Semester 2,5.9,5.1,3.0,7,82.2,64.5,71.7,1
STU-00629,Anushka Choudhury,16,Female,10th,Semester 2,1.9,7.4,6.2,4,89.2,55.0,57.1,1
STU-00630,Avani Kapoor,16,Female,12th,Semester 2,4.5,7.6,3.6,6,82.9,74.4,62.2,1
STU-00631,Arjun Sharma,17,Male,12th,Semester 1,3.0,7.1,6.7,6,97.1,72.9,56.1,1
STU-00632,Ishaan Kapoor,15,Male,9th,Semester 1,3.3,5.4,11.0,6,90.9,43.2,43.8,0
STU-00633,Aanya Patel,15,Female,9th,Semester 2,2.7,7.8,4.6,5,45.0,52.8,26.2,0
STU-00634,Kabir Joshi,17,Male,11th,Semester 1,2.7,7.5,0.6,4,80.7,67.5,54.7,1
STU-00635,Atharv Mehta,16,Male,12th,Semester 3,2.8,6.3,8.8,5,74.0,56.4,33.9,0
STU-00636,Kabir Sharma,18,Male,Undergraduate,Semester 1,3.2,5.6,3.0,5,71.3,49.9,46.7,0
STU-00637,Priyanka Sharma,17,Female,11th,Semester 3,2.1,5.1,3.3,5,86.2,58.8,45.7,0
STU-00638,Anand Kulkarni,14,Male,10th,Semester 4,1.2,5.4,2.3,3,86.4,50.5,44.2,0
STU-00639,Riya Choudhury,15,Female,10th,Semester 4,2.7,7.6,1.8,5,79.0,61.1,54.5,1
STU-00640,Meera Choudhury,16,Female,9th,Semester 1,4.2,7.2,3.4,6,72.3,49.7,61.5,1
STU-00641,Myra Bose,18,Female,12th,Semester 3,4.7,7.9,0.6,7,43.5,53.5,47.9,0
STU-00642,Angel Reddy,15,Female,10th,Semester 1,1.6,7.0,3.7,3,54.7,46.6,49.5,0
STU-00643,Pranav Das,16,Male,11th,Semester 1,4.0,10.0,0.9,6,76.5,70.0,62.2,1
STU-00644,Kabir Malhotra,18,Male,11th,Semester 4,2.3,9.1,9.3,5,74.3,57.8,41.6,0
STU-00645,Saanvi Patel,22,Female,Undergraduate,Semester 4,4.2,7.2,2.9,7,81.2,60.7,63.2,1
STU-00646,Sneha Chouhan,18,Female,11th,Semester 4,2.4,8.1,5.0,4,40.1,36.5,23.2,0
STU-00647,Arnav Bose,15,Male,9th,Semester 3,3.0,7.6,2.5,6,87.8,65.8,58.7,1
STU-00648,Ishaan Nair,15,Male,9th,Semester 1,1.3,5.9,3.0,4,81.7,67.3,57.0,1
STU-00649,Khushi Malhotra,15,Female,9th,Semester 1,7.5,7.1,6.0,7,87.5,77.7,83.4,1
STU-00650,Dhruv Kumar,16,Male,12th,Semester 4,2.8,7.8,1.6,4,92.6,67.7,66.4,1
STU-00651,Dhruv Bose,18,Male,Undergraduate,Semester 4,2.7,6.2,4.2,4,90.3,56.9,52.6,1
STU-00652,Muhammad Mehta,16,Male,12th,Semester 1,4.3,6.6,0.8,6,54.9,59.5,46.4,0
STU-00653,Arjun Mehta,17,Male,12th,Semester 4,1.3,7.4,3.8,4,74.1,46.6,47.4,0
STU-00654,Anand Kumar,16,Male,9th,Semester 1,0.8,4.2,8.2,2,95.6,66.3,46.9,0
STU-00655,Kabir Chouhan,15,Male,10th,Semester 1,0.8,5.6,2.8,2,72.0,73.7,49.7,0
STU-00656,Rohan Reddy,18,Male,12th,Semester 2,3.8,7.2,1.0,7,93.0,68.9,62.5,1
STU-00657,Pari Rao,18,Female,12th,Semester 2,4.1,6.6,1.7,7,58.1,69.7,60.5,1
STU-00658,Vivaan Deshmukh,14,Male,10th,Semester 2,4.1,6.9,3.3,7,82.9,68.3,61.2,1
STU-00659,Khushi Chouhan,16,Female,9th,Semester 1,2.0,7.8,4.9,4,87.4,53.3,48.9,0
STU-00660,Myra Banerjee,15,Female,10th,Semester 1,2.3,6.5,2.6,4,78.5,55.1,58.3,1
STU-00661,Dev Sharma,18,Male,12th,Semester 1,1.1,6.9,5.8,2,90.9,56.4,48.6,0
STU-00662,Aadhya Kapoor,19,Female,Undergraduate,Semester 1,1.9,8.0,2.0,3,57.6,34.8,47.5,0
STU-00663,Dev Reddy,18,Male,11th,Semester 4,2.9,5.2,2.7,4,95.8,70.5,73.7,1
STU-00664,Arjun Nair,16,Male,10th,Semester 4,4.1,5.6,0.8,6,78.7,71.5,57.8,1
STU-00665,Ananya Banerjee,15,Female,9th,Semester 4,2.4,6.9,2.9,4,93.8,61.5,58.3,1
STU-00666,Priyanka Mehta,17,Female,12th,Semester 4,2.9,7.9,1.7,5,95.2,68.8,68.3,1
STU-00667,Diya Mishra,14,Female,9th,Semester 2,2.4,8.2,2.5,4,78.2,58.5,49.7,0
STU-00668,Anushka Choudhury,15,Female,9th,Semester 3,6.4,6.7,2.3,7,87.0,82.8,75.2,1
STU-00669,Kabir Singh,18,Male,12th,Semester 1,6.4,6.3,2.4,7,70.3,67.3,64.0,1
STU-00670,Dev Bose,22,Male,Undergraduate,Semester 2,3.4,7.4,3.0,5,72.1,70.4,59.4,1
STU-00671,Ayaan Bhat,17,Male,12th,Semester 3,2.7,7.2,2.0,5,68.2,69.9,50.2,1
STU-00672,Ayaan Banerjee,15,Male,9th,Semester 1,8.1,6.1,0.6,7,79.4,83.6,84.5,1
STU-00673,Ishaan Joshi,21,Male,Undergraduate,Semester 4,3.5,8.9,3.1,6,88.4,63.7,73.1,1
STU-00674,Advik Chouhan,18,Male,11th,Semester 4,1.2,6.4,9.1,2,94.6,54.5,48.7,0
STU-00675,Aanya Choudhury,18,Female,11th,Semester 2,4.4,7.5,3.9,6,71.6,60.3,57.8,1
STU-00676,Navya Deshmukh,14,Female,10th,Semester 4,2.3,7.8,6.2,4,52.9,40.5,30.2,0
STU-00677,Kabir Kumar,18,Male,12th,Semester 2,3.4,8.3,5.7,6,84.4,57.7,49.9,0
STU-00678,Aadhya Kumar,22,Female,Undergraduate,Semester 3,1.3,7.2,1.7,3,68.9,54.4,43.5,0
STU-00679,Tanvi Bhat,15,Female,9th,Semester 3,5.4,8.1,6.7,7,55.5,60.9,53.8,1
STU-00680,Pooja Iyer,16,Female,9th,Semester 2,6.0,6.5,2.4,7,78.6,76.0,70.1,1
STU-00681,Sai Malhotra,20,Male,Undergraduate,Semester 2,6.0,6.5,4.0,7,84.9,72.7,82.7,1
STU-00682,Anushka Kapoor,15,Female,9th,Semester 1,2.7,7.8,3.4,4,90.9,69.2,59.5,1
STU-00683,Siddharth Mishra,16,Male,12th,Semester 2,1.4,7.2,6.8,3,88.2,55.7,43.6,0
STU-00684,Navya Kumar,17,Female,11th,Semester 4,3.5,8.3,7.0,6,87.1,52.5,51.1,1
STU-00685,Aaradhya Singh,18,Female,11th,Semester 1,4.9,5.6,1.5,7,73.8,62.9,64.5,1
STU-00686,Avani Kulkarni,17,Female,11th,Semester 3,5.6,7.9,0.5,7,91.7,87.9,75.5,1
STU-00687,Arjun Iyer,16,Male,12th,Semester 3,6.4,6.8,3.3,7,57.1,59.4,53.7,1
STU-00688,Pooja Bhat,15,Female,10th,Semester 4,6.4,6.3,1.7,7,71.0,65.3,66.0,1
STU-00689,Reyansh Iyer,18,Male,12th,Semester 3,6.8,6.9,2.5,7,68.4,65.9,74.9,1
STU-00690,Atharv Iyer,16,Male,10th,Semester 3,5.4,8.8,5.5,7,67.7,66.1,50.7,1
STU-00691,Tanvi Das,16,Female,10th,Semester 1,1.6,7.9,7.0,4,69.5,50.1,38.1,0
STU-00692,Anand Joshi,15,Male,10th,Semester 1,2.5,7.9,6.9,4,86.1,48.8,53.4,1
STU-00693,Tanvi Mishra,14,Female,9th,Semester 3,2.4,8.2,1.8,4,97.8,72.9,71.3,1
STU-00694,Riya Choudhury,15,Female,9th,Semester 4,8.9,7.8,2.1,7,86.8,96.5,87.1,1
STU-00695,Muhammad Kumar,16,Male,10th,Semester 4,4.4,7.8,8.6,7,54.9,34.5,31.8,0
STU-00696,Riya Malhotra,16,Female,11th,Semester 3,5.6,7.6,3.4,7,78.3,78.9,74.7,1
STU-00697,Aanya Mehta,15,Female,10th,Semester 1,3.0,5.8,2.7,6,87.0,57.1,49.5,0
STU-00698,Avani Sharma,20,Female,Undergraduate,Semester 1,2.6,5.8,1.0,5,97.4,62.8,69.5,1
STU-00699,Tanvi Reddy,19,Female,Undergraduate,Semester 3,3.4,7.1,3.8,5,63.5,59.0,57.2,1
STU-00700,Anushka Patel,16,Female,10th,Semester 2,5.4,5.5,4.2,7,48.4,64.1,39.6,0
STU-00701,Siddharth Iyer,18,Male,12th,Semester 4,4.9,7.1,3.2,7,89.7,73.4,67.9,1
STU-00702,Rohan Verma,17,Male,11th,Semester 1,2.7,6.2,3.4,4,45.8,40.3,32.4,0
STU-00703,Myra Mehta,16,Female,9th,Semester 3,8.9,7.8,4.2,7,82.2,75.1,74.7,1
STU-00704,Meera Choudhury,16,Female,12th,Semester 4,4.7,7.5,1.8,7,88.2,66.1,59.5,1
STU-00705,Vihaan Mishra,18,Male,11th,Semester 2,10.6,6.7,1.1,7,79.7,93.3,86.9,1
STU-00706,Kavya Das,18,Female,Undergraduate,Semester 2,0.5,4.9,2.1,2,96.3,58.5,59.8,1
STU-00707,Angel Nair,16,Female,9th,Semester 2,4.8,6.7,2.6,7,80.6,71.1,78.7,1
STU-00708,Aadhya Mishra,14,Female,9th,Semester 4,3.2,6.8,5.3,6,89.1,64.4,58.8,1
STU-00709,Myra Mishra,15,Female,9th,Semester 3,4.4,5.7,2.8,7,82.2,62.2,70.1,1
STU-00710,Advaith Mehta,19,Male,Undergraduate,Semester 2,3.5,7.8,1.7,6,84.3,71.9,76.3,1
STU-00711,Pari Patel,18,Female,12th,Semester 1,1.2,7.0,2.9,3,71.2,48.8,54.4,1
STU-00712,Aaradhya Bose,17,Female,11th,Semester 4,0.5,5.5,7.8,3,93.1,65.9,43.8,0
STU-00713,Aadhya Verma,20,Other,Undergraduate,Semester 3,5.7,7.1,0.5,7,90.0,93.1,91.7,1
STU-00714,Kabir Bose,17,Male,11th,Semester 1,8.0,7.5,4.3,7,89.6,83.0,79.7,1
STU-00715,Aaryan Verma,16,Male,9th,Semester 3,2.4,6.1,3.7,4,50.5,48.3,40.2,0
STU-00716,Anand Kapoor,16,Male,11th,Semester 2,1.8,7.9,2.2,4,55.0,54.1,49.4,0
STU-00717,Shaurya Das,18,Male,12th,Semester 4,1.3,7.0,1.3,4,83.1,62.4,61.1,1
STU-00718,Rohan Verma,17,Male,11th,Semester 2,5.9,9.0,3.3,7,85.0,95.9,81.4,1
STU-00719,Aditya Kulkarni,15,Male,9th,Semester 4,9.3,7.4,2.3,7,51.2,77.0,79.7,1
STU-00720,Aditya Verma,14,Male,10th,Semester 2,3.8,6.3,1.8,7,81.9,57.3,54.8,1
STU-00721,Sara Bose,16,Female,10th,Semester 1,7.2,6.8,1.9,7,85.6,90.4,87.2,1
STU-00722,Dev Reddy,16,Male,9th,Semester 4,3.7,5.4,2.1,5,78.0,66.4,60.7,1
